date,price_btc,ma7_btc,ma30_btc,price_eth,ma7_eth,ma30_eth
2025-08-22,112414.3998733651,115440.77147745003,116817.58458926113,4224.4385925807,4327.3113038379715,4000.8552969140433
2025-08-23,116834.2494820229,115368.55113172006,116757.75770928508,4829.2255417983,4384.267457663757,4040.8276972579565
2025-08-24,115359.9834671474,115062.66069360544,116657.94265237713,4773.8840885988,4433.8470541334,4076.3428357033063
2025-08-25,113399.5484731497,114470.76235008672,116519.90065578687,4778.1091607138,4475.417217984057,4111.5113774178135
2025-08-26,110185.3544390043,113603.46830317168,116260.7610589668,4381.6261760715,4484.610134947386,4132.81786909133
2025-08-27,111842.709992606,113469.80618274992,116008.22092367319,4602.369685334,4560.020691980743,4157.426030686946
2025-08-28,111216.0847962917,113036.0472176553,115781.9803496803,4500.1451479982,4584.2569132993285,4181.220740753687
2025-08-29,112525.5974066979,113051.93257955999,115604.38996561563,4507.5604310327,4624.702890221042,4205.186142734583
2025-08-30,108480.3066663937,111858.51217732723,115292.62549183011,4364.3585214304,4558.293315882771,4223.7508734128505
2025-08-31,108781.9572792569,110918.79415048574,115062.02398650006,4373.3603576209,4501.0756400287855,4246.307456897377
2025-09-01,108253.3609238562,110183.62450058668,114895.98251281798,4388.9314645194,4445.478826286729,4276.499207209423
2025-09-02,109162.685579923,110037.52894928935,114782.90862140819,4303.2022227455,4434.275404383015,4306.689763020463
2025-09-03,111190.1820984542,109944.31067869623,114682.61103586972,4325.8563062259,4394.773493081857,4334.29920230058
2025-09-04,111711.5197772512,110015.08710454758,114568.37215742139,4449.8670977283,4387.590914471872,4358.771138396353
2025-09-05,110724.736377486,109757.8212432316,114454.91823371036,4298.0946605446,4357.667232973572,4381.626212673283
2025-09-06,110662.1811262851,110069.51759464467,114309.58774564289,4306.6135131003,4349.417946069271,4402.37846579087
2025-09-07,110209.1888247784,110273.40781543344,114067.77822277375,4273.1100241578,4335.0964698602575,4414.440101720494
2025-09-08,111131.9923868407,110684.64088157409,113882.56574793976,4304.032421076,4322.968035082628,4424.14195008928
2025-09-09,112025.1287811877,111093.5613388976,113733.0672429081,4309.685702772,4323.894246514986,4425.612698237229
2025-09-10,111547.4395643479,111144.59811973956,113475.75105609283,4309.34274612,4321.535166499857,4427.471069142857
2025-09-11,113975.3248946877,111467.99885080193,113315.8018989621,4347.4768036707,4306.907981634486,4431.426155489839
2025-09-12,115503.1666319304,112150.63174429398,113159.15629152539,4459.3190159988,4329.940032413658,4426.5098084328165
2025-09-13,116160.1434459449,112936.0549328168,112912.46128519779,4708.84174415,4387.4012082779,4424.682782060409
